,0
0,2321.228999999998
1,4540.198000000009
2,5540.188000000012
3,6058.188000000012
4,6621.177000000012
5,6769.183000000012
6,6936.186000000012
7,7100.190000000012
8,7410.186000000012
9,7613.183000000013
10,7297.178000000011
11,6682.17600000001
12,5983.177000000008
13,6203.16600000001
14,6019.153000000009
15,5970.157000000009
16,6232.15600000001
17,6204.161000000011
18,6637.1540000000105
19,6624.147000000011
20,6816.137000000011
21,7363.1310000000085
22,8086.1270000000095
23,7502.1260000000075
24,7660.134000000008
25,7605.133000000007
26,7804.132000000009
27,7865.125000000007
28,7441.117000000009
29,7201.107000000009
30,7418.102000000009
31,7759.104000000009
32,7302.10500000001
33,6894.099000000009
34,7171.0910000000085
35,7048.090000000008
36,6021.081000000007
37,6083.076000000007
38,5675.075000000006
39,5760.075000000006
40,5627.075000000006
41,5614.067000000004
42,5557.065000000004
43,6105.062000000005
44,5985.059000000005
45,6091.062000000005
46,5425.062000000005
47,4702.068000000004
48,5285.063000000004
49,5841.060000000003
50,5750.0530000000035
51,5802.051000000004
52,5859.0490000000045
53,6270.044000000004
54,6426.048000000005
55,6434.047000000004
56,7164.046000000003
57,7031.049000000004
58,7119.050000000005
59,6620.046000000004
60,6747.040000000004
61,6807.040000000004
62,6453.047000000004
63,5935.042000000004
64,5971.045000000005
65,5643.049000000004
66,5645.050000000003
67,6349.0490000000045
68,5454.049000000004
69,6125.043000000003
70,5319.040000000003
71,5238.035000000003
72,4853.029000000002
73,4960.024000000002
74,4611.022000000001
75,5014.02
76,4832.017000000001
77,4608.022000000001
78,4639.017
79,4665.015
80,4673.013
81,5250.014
82,5055.014999999999
83,5250.015
84,5497.011
85,5107.012
86,4920.013
87,4556.012999999999
88,5388.009
89,5154.013
90,5718.014000000001
91,5328.014999999999
92,5895.018
93,5370.015
94,5383.015
95,5591.014000000001
96,5965.014000000001
97,5947.016000000001
98,5570.0160000000005
99,5575.015
100,5557.017
101,5557.017000000001
102,4873.01
103,5276.01
104,5484.009
105,5458.012
106,5094.011
107,5102.011
108,5107.01
109,4717.011
110,5094.012
111,5523.01
112,5653.015000000001
113,5900.012000000001
114,5887.013000000001
115,5887.013
116,5908.012000000001
117,5726.011
118,5734.011
119,5669.016
120,5687.014000000001
121,5289.014
122,5687.014000000001
123,5310.013000000001
124,5110.014
125,5284.015
126,5523.011
127,5380.007
128,5380.0070000000005
129,5406.005
130,5003.006
131,5380.0070000000005
132,4400.008000000001
133,4556.011
134,4338.014
135,5141.011
136,4686.016
137,4512.015
138,4538.013
139,5146.01
140,5120.012
141,5323.012
142,5726.011
143,6142.009000000001
144,6350.008000000001
145,5960.008000000001
146,6142.009
147,6735.009000000001
148,6550.0070000000005
149,6545.008000000001
150,6350.008000000001
151,6095.012000000001
152,5921.011
153,5713.012000000001
154,5297.014
155,5523.011
156,5536.01
157,5315.012000000001
158,5536.01
159,5102.014
160,4322.014
161,4769.009
162,4340.012000000001
163,4587.008
164,4387.009
165,4395.009
166,4600.0070000000005
167,4639.004
168,4418.006
169,4613.006
170,5115.013
171,5510.012000000001
172,5484.014
173,5622.019
174,6194.0199999999995
175,6459.014
176,7044.014
177,7044.014
178,6667.013000000001
179,6277.013000000001
180,6272.014
181,5887.013000000001
182,6090.013
183,5934.01
184,5549.009
185,5159.009
186,4938.011
187,4912.013
188,5107.013
189,4912.013000000001
190,4769.009
191,4717.013
192,4353.011
193,4561.01
194,4340.012000000001
195,4600.007
196,4535.012
197,4582.009
198,4717.013
199,4886.014999999999
200,5289.014
201,5328.0109999999995
202,5276.014999999999
203,5679.014
204,6043.0160000000005
205,6017.018000000001
206,5986.021000000002
207,6371.022000000001
208,5994.021000000002
209,5994.021000000001
210,6017.018000000001
211,6056.015000000001
212,6264.014
213,5544.01
214,5367.008
215,5289.012
216,4886.012
217,4496.0109999999995
218,4262.013
219,4626.014
220,4457.012
221,4301.007
222,3833.01
223,4054.008
224,3872.007
225,4041.0069999999996
226,4236.007
227,4184.011
228,4379.011
229,4400.01
230,4977.01
231,5141.013
232,5354.011
233,5913.011
234,5921.011
235,5739.01
236,6254.015
237,6636.013
238,6623.013000000001
239,6436.013000000001
240,6420.012000000001
241,6030.012000000001
242,6004.013000000001
243,5640.011
244,5627.011
245,5432.011
246,5042.01
247,4777.015
248,4751.0160000000005
249,4764.015
250,4374.013
251,3997.0110000000004
252,3155.0159999999996
253,3472.019
254,3534.0109999999995
255,3716.0099999999998
256,3716.009
257,3716.009
258,3521.009
259,3482.01
260,3898.008
261,4483.0070000000005
262,4491.0070000000005
263,4686.0070000000005
264,4829.011
265,4873.007
266,5076.006
267,5050.007
268,5154.013000000001
269,5107.014
270,5497.014
271,5133.01
272,5089.013000000001
273,4920.01
274,5133.008000000001
275,4925.008000000001
276,4751.0070000000005
277,4951.005
278,4899.0070000000005
279,4860.01
280,4634.013
281,4613.012
282,3586.0150000000003
283,3989.0120000000006
284,4197.011
285,4158.014000000001
286,4145.015000000001
