,0
0,5680.920000000017
1,7982.893000000092
2,9908.895000000113
3,11597.897000000135
4,13718.893000000142
5,15077.903000000144
6,16942.901000000147
7,18703.925000000156
8,19672.94400000016
9,20941.94500000016
10,22572.88900000015
11,23348.87300000015
12,24172.845000000147
13,25032.806000000146
14,26474.77800000014
15,26342.765000000138
16,27614.731000000134
17,27490.729000000138
18,26925.75100000014
19,26571.76300000014
20,25733.724000000133
21,24217.702000000132
22,23359.669000000125
23,21980.651000000114
24,20225.634000000107
25,19658.6130000001
26,19174.579000000092
27,18522.53700000009
28,18176.497000000083
29,17494.42700000007
30,16298.390000000063
31,15726.367000000058
32,14465.32800000005
33,13283.302000000043
34,11909.267000000034
35,11375.218000000028
36,10911.180000000022
37,10699.128000000015
38,10673.076000000008
39,10225.035000000003
40,10303.033000000003
41,10290.038000000004
42,10303.038000000004
43,10329.040000000005
44,10433.036000000004
45,10433.035000000003
46,10472.032000000003
47,10537.029000000002
48,10134.032000000003
49,10108.036000000004
50,10121.035000000003
51,10147.036000000004
52,10186.036000000004
53,9991.037000000004
54,10212.036000000004
55,10238.034000000005
56,10225.037000000004
57,10251.035000000005
58,10446.039000000004
59,10485.044000000005
60,10563.042000000007
61,10576.042000000007
62,10667.037000000004
63,10654.041000000005
64,10563.037000000004
65,10537.039000000004
66,10563.039000000004
67,10576.040000000005
68,10823.036000000004
69,10914.033000000003
70,10979.029000000004
71,10901.035000000005
72,10966.033000000003
73,11148.038000000004
74,11187.037000000004
75,11187.040000000005
76,11187.044000000005
77,11200.042000000005
78,10836.043000000005
79,10914.041000000005
80,10875.048000000006
81,10862.052000000007
82,10966.046000000006
83,11018.046000000006
84,11005.047000000006
85,11070.044000000005
86,11083.047000000006
87,11161.043000000005
88,11434.038000000004
89,11512.036000000006
90,11291.039000000004
91,11239.044000000005
92,11096.040000000005
93,11304.039000000004
94,11343.037000000004
95,11317.040000000005
96,11382.037000000004
97,11343.040000000005
98,11681.032000000003
99,11720.032000000003
100,11720.032000000003
101,11707.034000000003
102,11746.034000000003
103,11746.036000000004
104,11512.041000000005
105,11564.037000000004
106,11351.042000000005
107,11395.041000000005
108,11395.044000000005
109,11356.045000000006
110,11369.047000000006
111,11369.047000000006
112,11681.041000000005
113,11720.042000000005
114,11772.044000000004
115,12019.040000000005
116,11993.042000000005
117,11993.042000000005
