,0
0,4432.187000000009
1,5633.171000000008
2,7163.148000000009
3,7533.13600000001
4,8137.126000000009
5,8516.115000000009
6,8861.106000000009
7,9156.110000000008
8,9272.110000000008
9,9353.109000000008
10,8134.101000000008
11,7476.093000000006
12,7482.092000000007
13,6903.092000000006
14,6164.089000000004
15,5853.084000000003
16,5463.086000000003
17,4735.079000000002
18,4788.076000000003
19,4743.081000000002
20,5712.079000000002
21,5718.072000000002
22,5864.074000000003
23,5981.0700000000015
24,6144.068000000002
25,6307.071000000004
26,6260.068000000003
27,6597.066000000004
28,6161.065000000004
29,6393.056000000004
30,6717.057000000003
31,6300.054000000003
32,6108.049000000003
33,6535.051000000004
34,6745.045000000004
35,6931.042000000004
36,7317.036000000002
37,8062.034000000002
38,8428.024000000001
39,8224.020000000002
40,7868.018000000002
41,7663.021000000002
42,8469.019000000002
43,7481.020000000002
44,7894.017000000002
45,7309.018000000002
46,6919.018000000001
47,5936.018000000001
48,5913.022000000002
49,6139.020000000001
50,6334.021000000002
51,6732.022000000002
52,6386.019000000002
53,6412.019000000002
54,6009.021000000001
55,6425.023000000001
56,6459.021000000001
57,6277.020000000001
58,6056.023000000001
59,6051.024000000001
60,6022.025000000002
61,5632.026000000001
62,6430.0250000000015
63,7275.022000000003
64,7886.020000000002
65,7624.028000000002
66,7855.024000000002
67,8900.019000000002
68,8323.020000000002
69,8344.019
70,8544.018000000002
71,8531.019000000002
72,7990.015000000001
73,7842.015000000001
74,7829.017000000001
75,6880.015000000001
76,6711.014000000001
77,6098.018
78,6719.015
79,6573.01
80,6555.013
81,6974.0120000000015
82,7369.013000000002
83,7174.013000000002
84,6789.013000000002
85,7143.017000000001
86,7169.016000000001
87,7582.013000000002
88,7400.012000000001
89,7249.009000000001
90,7262.009000000001
91,6664.01
92,6646.012000000001
93,6615.017000000002
94,6828.0160000000005
95,7270.0120000000015
96,7478.0120000000015
97,7309.011000000001
98,7262.014000000001
99,7665.013000000001
100,7686.0120000000015
101,8102.011000000001
102,7938.008000000001
103,7691.012000000001
104,7353.010000000001
105,6737.013000000001
106,6534.014000000001
107,5975.014000000001
108,6542.016000000001
109,6768.013000000001
110,6781.012000000001
111,6568.014000000001
112,6345.019000000001
113,7192.013000000001
114,6984.015000000001
115,7795.012000000001
116,7598.014000000001
117,8175.014000000001
118,7806.013000000001
119,7395.014000000001
120,7933.017000000001
121,7993.013000000001
122,7603.013
123,7608.012
124,8011.011
125,7795.012000000001
126,7418.0109999999995
127,8149.0160000000005
128,7764.015
129,8006.012000000001
130,7577.015000000001
131,7413.012000000001
132,7379.014000000001
133,7197.013000000001
134,7184.014
135,6963.016000000001
136,6984.015000000001
137,6441.013000000001
138,6823.013000000001
139,6628.013000000001
140,6420.014000000001
141,7018.013
142,7192.014
143,6784.0160000000005
144,6025.014999999999
145,6451.011
146,6589.0160000000005
147,6953.018000000001
148,7343.018
149,7767.0160000000005
150,7754.017000000002
151,8375.013
152,8349.015000000001
153,8336.016000000001
154,8575.012
155,8193.012
156,8011.011
157,7842.009000000001
158,7405.012000000001
159,7392.013000000001
160,7002.013000000001
161,6261.01
162,5663.011
163,5650.012000000001
164,6009.014999999999
165,6009.015
166,6599.014
167,6547.018000000001
168,7179.015000000001
169,6792.016000000001
170,6992.015000000001
171,8193.012
172,8193.012
173,8154.015000000001
174,6984.015
175,6997.014000000001
176,6807.013000000001
177,6833.011
178,6225.014000000001
179,6646.011
180,7236.01
181,7054.009
182,7470.0070000000005
183,7626.01
184,7369.016000000001
185,6828.012000000001
186,6646.011
187,7231.011
188,7231.011
189,7010.013000000001
190,6633.012000000001
191,6274.009
192,6251.012000000001
193,6243.012000000001
194,7041.01
195,7023.012000000001
196,7782.013000000001
197,7561.015
198,7327.018000000001
199,6945.018000000001
200,6771.017
201,7005.014
202,6849.011
203,7057.01
204,6667.01
205,7075.008000000001
206,6867.009
207,6430.012000000001
208,6971.016000000001
209,7218.012000000001
210,7790.013000000001
211,7036.011
212,6872.008
213,6664.009
214,6464.010000000001
215,6251.0120000000015
216,5874.010000000001
217,5848.010000000001
218,5988.012000000001
219,5814.010000000001
220,5624.008000000001
221,5767.01
222,6295.013000000001
223,6261.013000000001
224,6443.014000000001
225,6430.014000000001
226,6958.018000000002
227,7101.021000000001
228,6763.017000000001
229,6932.019000000001
230,7158.0160000000005
231,6932.017000000001
232,7361.014000000001
233,7751.014000000001
234,7400.010000000001
235,7777.011000000001
236,7751.0120000000015
237,7522.014000000001
238,7301.016000000001
239,7496.016000000001
240,7756.011000000001
241,7548.010000000001
242,6781.009000000001
243,6573.010000000001
244,5931.014000000001
245,5390.010000000001
246,4987.011
247,5195.010000000002
248,5390.01
249,4987.011
250,4740.014
251,4748.014
252,5307.0160000000005
253,4842.021000000001
254,5227.021000000002
255,5848.017000000002
256,6243.014000000001
257,6230.015000000001
258,6443.013000000001
259,6664.011
260,6846.01
261,7587.011000000001
262,7795.010000000001
263,7561.012000000001
264,6963.013000000001
265,7756.011
266,7153.011000000001
267,6724.013000000001
268,6737.011
269,6706.014
270,6893.014000000001
271,6287.014000000001
272,5741.011
273,5918.012000000001
274,6105.012000000001
275,5143.011
276,5117.013
277,5208.019
278,5437.017
279,5039.016
280,4475.015
281,4436.018
282,4688.013
283,4662.014
284,4818.014000000001
285,4987.013000000001
286,5598.011
287,5788.012000000001
288,5598.011
289,5580.013000000001
290,5580.013
291,4774.012000000001
292,4930.013
293,5026.016999999999
294,4623.017
295,5190.018
296,4441.014
297,4246.013
298,4246.013000000001
299,4428.012000000001
300,4605.014000000001
301,4813.012000000001
302,4197.014
303,4410.012
304,4636.008000000001
305,3843.0090000000005
306,4025.0100000000007
307,4194.012000000001
308,4150.015
309,3578.014
310,3032.0099999999998
311,2993.013
312,3344.0160000000005
313,3149.0149999999994
314,3357.0129999999995
315,3544.013
316,3752.0119999999997
317,3739.013
318,3934.013
319,3713.0150000000003
320,3500.0160000000005
321,3518.013
322,3479.0150000000003
323,3492.0140000000006
324,3141.01
325,3492.0120000000006
326,3113.013000000001
327,2918.0130000000004
328,2897.013
329,3253.014000000001
330,3635.013000000001
331,3583.015000000001
332,2972.0160000000005
333,2946.0170000000003
334,2993.014
335,2572.015
336,2790.011
337,2933.014
338,2907.0150000000003
339,2543.013
340,2790.0089999999996
341,2595.007
342,2946.0090000000005
343,2941.01
344,3136.0090000000005
345,3336.0060000000003
346,3700.007
347,3635.011000000001
348,3830.0110000000004
349,4012.012
350,3609.011
351,3583.0130000000004
352,3729.0160000000005
353,3734.014
354,3544.0120000000006
355,3778.0080000000003
356,3349.01
357,3154.0090000000005
358,3141.0100000000007
359,3544.0080000000007
360,3734.0090000000005
361,3916.0100000000007
362,3505.0100000000007
363,3531.008000000001
364,3531.0080000000007
365,3115.009000000001
366,3102.0100000000007
367,3487.0110000000004
368,3292.0110000000004
